Month,DATE_ADDED,Geographic identifier,"Pleiades, TGN, or FAST ID",TAG651_A,icons,Precision code,Precision,Region,Location,"Controlled heading (Pleiades, TGN, LCSH, or FAST)",Coordinates,Title and author,Imprint,Series,Library location,BSN,BSN length adjustment,View in library catalog
2017-11,20171115,https://pleiades.stoa.org/places/912816,"<a href=""https://pleiades.stoa.org/places/912816""target=""new"">https://pleiades.stoa.org/places/912816</a>",,,3,Region,Iraq,Babylonia,Babylonia.,"32.5, 44.5",Schulunterricht in Babylonien im ersten Jahrtausend v. Chr. / Petra D. Gesche.,"Münster : Ugarit-Verlag, c2001.",Alter Orient und Altes Testament ;Bd. 275,Small Collection PJ3725 .G47 2001,655485,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph000655485?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,https://pleiades.stoa.org/places/952093,"<a href=""https://pleiades.stoa.org/places/952093""target=""new"">https://pleiades.stoa.org/places/952093</a>",,,2,City,Turkmenistan,Nisa,Nisa(ia)/Parthaunisa/Mithradatkert/Shahr-ram-Peroz.,"38.082463, 58.269505",Nisa partica : le sculture ellenistiche / Antonio Invernizzi.,"Firenze : Le lettere, ©2009.",Monografie di Mesopotamia ;11 //Missione in Turkmenistan /Centro ricerche archeologiche e scavi di Torino per il Medio Oriente e l'Asia ;2,Oversize Collection DK939.5.N57 I58 2009,5895081,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005895081?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,https://pleiades.stoa.org/places/952093,"<a href=""https://pleiades.stoa.org/places/952093""target=""new"">https://pleiades.stoa.org/places/952093</a>",,,2,City,Turkmenistan,Nisa,Nisa(ia)/Parthaunisa/Mithradatkert/Shahr-ram-Peroz.,"38, 58",Nisa Partica : i rhyta ellenestici / Eleonora Pappalardo ; prefazione di Antonio Invernizzi.,"Firenze : Le lettere, ©2010.",Missione in Turkmenistan /Centro ricerche archeologiche e scavi di Torino per il Medio Oriente e l'Asia ;3 //Monografie di Mesopotamia ;12,Oversize Collection DK939.5.N57 P37 2010,5895061,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005895061?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,https://pleiades.stoa.org/places/961934,"<a href=""https://pleiades.stoa.org/places/961934""target=""new"">https://pleiades.stoa.org/places/961934</a>",,,3,Region,Turkmenistan,Margiana,Margiana/Margush/Merv,"37.6, 61.833333","U istokov t͡sivilizat͡sii : sbornik stateĭ k 75-letii͡u Viktora Ivanovicha Sarianidi / [redakt͡sionnai͡a kollegii͡a Kosarev M.F., Kozhin P.M., Dubova N.A.]. / / У истоков цивилизации : сборник статей к 75-летию Виктора Ивановича Сарианиди / [редакционная коллегия Косарев М.Ф., Кожин П.М., Дубова Н.А.].","Moskva : Staryĭ sad, 2004. / / Москва : Старый сад, 2004.",,Large Collection DS328 .U18 2004,5916512,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005916512?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,https://pleiades.stoa.org/places/961969,"<a href=""https://pleiades.stoa.org/places/961969""target=""new"">https://pleiades.stoa.org/places/961969</a>",,,1,Site,Afghanistan,Tillya Tepe,Tillya tepe.,"37.542011, 66.324548",Khram i nekropolʹ Tilli͡atepe / V.I. Sarianidi ; otvetstvennyĭ redaktor G.A. Koshelenko. / / Храм и некрополь Тиллятепе / В.И. Сарианиди ; ответственный редактор Г.А. Кошеленко.,"Moskva : ""Nauka"", 1989. / / Москва : ""Наука"", 1989.",,Small Collection DS375.T54 S28 1989,5895032,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005895032?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,https://pleiades.stoa.org/places/981513,"<a href=""https://pleiades.stoa.org/places/981513""target=""new"">https://pleiades.stoa.org/places/981513</a>",,,3,Region,Great Britain,England,Britannia.,"52.5, -2.5","Ritual in early Bronze Age grave goods : an examination of ritual and dress equipment from Chalcolithic and early Bronze Age graves in England / Ann Woodward and John Hunter ; with David Bukach, Stuart Needham and Alison Sheridan ; and with contributions by Peter Bray, Mary Davis, Sheila Hamilton-Dyer, Duncan Hook, Rob Ixer, Mick Jones, Mark Maltby, Sonia O'Connor, Philip Potts, Fiona Roe, Lore Troalen, John Watson and Peter Webb.","Oxford : Oxbow Books, 2015.",,Large Collection GN778.22.G7 W66 2015,5913119,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005913119?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,https://pleiades.stoa.org/places/981552,"<a href=""https://pleiades.stoa.org/places/981552""target=""new"">https://pleiades.stoa.org/places/981552</a>",,,3,Region,Bulgaria,Thracia (Roman province),Thracia.,"42.5, 22.5",Spasennye sokrovishcha drevneĭ Frakii : kollekt͡sii͡a Vasila Bozhkova. / / Спасенные сокровища древней Фракии : коллекция Васила Божкова.,"[Moskva] : [Gos. muzeĭ iskusstva narodov Vostoka], [2009] / / [Москва] : [Гос. музей искусства народов Востока], [2009]",,Large Collection DR62 .S63 2009,5904262,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005904262?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Russia,Ural Mountains,Ural Mountains Region (Russia),"59.50, 60",Drevneĭshie metallurgi Priuralʹi͡a / O.N. Bader. / / Древнейшие металлурги Приуралья / О.Н. Бадер.,"Moskva : Nauka, 1964. / / Москва : Наука, 1964.",,Large Collection GN824.U7 B3 1964,5904264,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005904264?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Middle East,(General),,"29.3, 42.5","Aleksandr Velikiĭ : putʹ na Vostok / [avtor kont͡sept͡sii i nauchnyĭ redaktor kataloga, A.A. Trofimova]. / / Александр Великий : путь на Восток / [автор концепции и научный редактор каталога, А.А. Трофимова].","Sankt-Peterburg : Izd-vo Gos. Ėrmitazha, 2007. / / Санкт-Петербург : Изд-во Гос. Эрмитажа, 2007.",,Large Collection N5630 .G685 2007,3218771,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph003218771?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Middle East,(General),,"29.25, 42.75",Sounds of ancient music =Tselile muziḳah ʻatiḳah / edited by Joan Goodnick Westenholz. / / Sounds of ancient music =צלילי מוזיקה עתיקה / edited by Joan Goodnick Westenholz.,"Jerusalem : BIble Lands Museum, [2007]",,Large Collection ML162 .T74 2007,5912579,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005912579?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34.5, 103",Chen Yuanfu kao gu wen ji / Chen Yuanfu zhu. / / 陈元甫考古文集 / 陈元甫著.,"Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",Zhejiang Sheng wen wu kao gu yan jiu suo xue zhe wen ku //浙江省文物考古研究所学者文库,Large Collection DS715 .C446 2016,5910665,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910665?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"35, 103.5",Qian nian yi nuo : Xi'an si chou zhi lu shen yi shi lu / Xi'an Shi wen wu ju bian zhu. / / 千年一诺 : 西安丝绸之路申遗实录 / 西安市文物局编著.,"Beijing : Wen wu chu ban she, 2015. / / 北京 : 文物出版社, 2015.",,Large Collection DS797.68.X536 Q255 2015 v.1-2,5910736,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910736?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34.5, 103.5","Das alte China : Menschen und Götter im Reich der Mitte, 5000 v. Chr.-220 n. Chr.","Zürich : Kunsthaus Zürich, 1996.",,Large Collection N7343.2 .A46 1996,5911510,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005911510?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"33.5, 103.5","Li Kung-lin's Classic of filial piety / Richard M. Barnhart ; with essays by Robert E. Harrist, Jr., and Hui-liang J. Chu.","New York : Metropolitan Museum of Art, c1993.",,Large Collection ND1457.C56 L5325 1993,2142866,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002142866?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34, 104","Chinese jades from the collection of the Seattle Art Museum / by James C.Y. Watt, assisted by Michael Knight.","Seattle, Wash. : Seattle Art Museum, c1989.",,Large Collection NK5750.2.C6 C45 1989,2017316,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002017316?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"33.5, 104",Xuan li jing ying : Tao shi zhai suo cang Zhongguo gu dai shui jing ma nao qi / Zou Jixin = Sparkling splendours : the art of ancient Chinese carvings on rock crystal and agate : the Taoshi Zhai collection / Roger Chow. / / 絢麗晶瑩 : 淘石齋所藏中國古代水晶瑪瑙器 / 鄒紀新 = Sparkling splendours : the art of ancient Chinese carvings on rock crystal and agate : the Taoshi Zhai collection / Roger Chow.,"[Xianggang] : Xianggang Zhong wen da xue wen wu guan, 2000. / / ©2000 / / [香港] : 香港中文大學文物館, 2000.",,Large Collection NK6055 .Z68 2000,5910723,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910723?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"33, 103",An exhibition of ancient Chinese ritual bronzes / loaned by C.T. Loo & Co.,"[New York : Printed by the William Bradford press, c1940]",,Large Collection NK7983 .L627 1940,2900192,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002900192?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"33, 103.5",Chinese Buddhist bronzes / by Hugo Munsterberg.,"Rutland, Vt. : C. E. Tuttle Co., [1967]",,Large Collection NK7983 .M8 1967,2900323,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002900323?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34, 104.5",Xin hui : cong Xingguo si dao Jixiang cun / Li Qinlong zhu ; [Ying wen fan yi Zhu Qibin ] = Painting by heart : from Xingguo Temple to Jixiang Village / by Li Qinglong. / / 心绘 : 从兴国寺到吉祥村 / 李秦隆著 ; [英文翻译朱启斌] = Painting by heart : from Xingguo Temple to Jixiang Village / by Li Qinlong.,"Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",,Large Collection ND1045 .L57 2016,5916499,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005916499?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Byzantine Empire,(General),,"40.75, 29","Splendeur de Byzance : 2 octobre-2 décembre 1982 : Musées royaux d'art et d'histoire, Bruxelles.","Bruxelles : Les Musées, 1982.",,Large Collection N6250 .S58 1982,2745739,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002745739?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Central Asia,(General),,"45.450688, 68.831901","Ėtnografii͡a i arkheologii͡a Sredneĭ Azii : [Sb. stateĭ : Posvi͡ashchaetsi͡a pami͡ati S.P. Tolstova] / AN SSSR, In-t ėtnografii im. N.N. Miklukho-Maklai͡a ; [Redkol. : A.V. Vinogradov and others]. / / Этнография и археология Средней Азии : [Сб. статей : Посвящается памяти С.П. Толстова] / АН СССР, Ин-т этнографии им. Н.Н. Миклухо-Маклая ; [Редкол. : А.В. Виноградов and others].","Moskva : Nauka, 1979. / / Москва : Наука, 1979.",,Large Collection DK851 .E87 1979,5901253,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005901253?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,"Europe, Eastern",(General),,"50, 35",Istorii͡a drevneĭsheĭ metallurgii Vostochnoĭ Evropy / E.N. Chernykh. / / История древнейшей металлургии Восточной Европы / Е.Н. Черных.,"Moskva : Nauka, 1966. / / Москва : Наука, 1966.",MIAno. 132,Large Collection DK30 .M3 no.132 1966,5904270,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005904270?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Eurasia,(General),,"50.5, 58.5",Nomads of Eurasia / edited by Vladimir N. Basilov ; translation by Mary Fleming Zirin ; photography by Dana Levy and Joel Sackett.,"Seattle : Natural History Museum of Los Angeles County in association with University of Washington Press, c1989.",,Large Collection N7291 .N65 1989,2978468,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002978468?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Eurasia,(General),,"50, 58.5","Appropriating innovations : entangled knowledge in Eurasia, 5000-1500 BCE / edited by Philipp W. Stockhammer and Joseph Maran.","Oxford : Oxbow Books, 2017.",,Large Collection GN406 .A67 2017,5901509,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005901509?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,5,No precision,Cross-cultural,(General),,"35, 19","Jewelry, ancient to modern.","New York : Viking Press, in cooperation with Walters Art Gallery, Baltimore, c1979.",A Studio book,Large Collection NK7306 .W35 1979,2571249,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002571249?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,5,No precision,Cross-cultural,(General),,"35, 18.5",Cut my cote / Dorothy K. Burnham.,"Toronto : Royal Ontario Museum, [c1973]",,Large Collection TT520 .B95 1973,2451833,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002451833?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Iran,(General),,"32.5, 54",Splendeur des Sassanides : l'empire perse entre Rome et la Chine (224-642) : 12 février au 25 avril 1993.,"Bruxelles : Musées royaux d'art et d'histoire : Crédit communal, 1993.",,Large Collection N7283 .S65 1993,2225991,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002225991?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Bulgaria,(General),,"42.75, 25.5",Klady bolgarskikh zemelʹ / tekst Ivana Venedikova ; snimki Savvy Boi͡adzhieva ; khudozhnik Dimitr Kartalev ; perevod s bolgarskogo V.I. Protopopova. Pod red. A. Atanasovoĭ. / / Клады болгарских земель / текст Ивана Венедикова ; снимки Саввы Бояджиева ; художник Димитр Карталев ; перевод с болгарского В.И. Протопопова. Под ред. А. Атанасовой.,"Sofii͡a : Izd-vo lit-ry na inostrannykh i͡azykakh, 1965, [i.e. 1966] / / София : Изд-во лит-ры на иностранных языках, 1965, [и.е. 1966]",,Large Collection NK7167 .K53 1966,5894950,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005894950?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,2,City,China,Chang'an,,"34.266667, 108.9",Chang'an yi gu : Han Tang li shi kao gu wen ji / Shang Minjie zhu. / / 长安绎古 : 汉唐历史考古文集 / 尚民杰著.,"Beijing Shi : Wen wu chu ban she, 2016. / / 北京市 : 文物出版社, 2016.",,Large Collection DS797.68.X536 S536 2016,5910679,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910679?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,China,Dunhuang Caves,,"40.037222, 94.804167",Tractatus Manichaicus Sinicus =Moni jiao can jing / edited and translated by Samuel N.C. Lieu and Gunner B. Mikkelsen ; in association with Lance Eccles [and four others]. / / Tractatus Manichaicus Sinicus =摩尼教殘經 / edited and translated by Samuel N.C. Lieu and Gunner B. Mikkelsen ; in association with Lance Eccles [and four others].,"Turnhout : Brepols : Sydney : Ancient Cultures Research Centre, Macquarie University, [2017]-",Corpus Fontium Manichaeorum. Series Sinica ;1,Large Collection BT1410 .T73 2017 v.1,5915541,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005915541?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,China,Dunhuang Caves,,"40, 95",Buddhist cave paintings at Tun-huang / by Basil Gray ; photographs by J.B. Vincent ; with a preface by Arthur Waley.,"London : Faber and Faber, 1959.",,Large Collection ND2850.T8 G7 1959,1983710,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001983710?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,China,Ganguya Cemetery,,"39.38306, 98.85028","Jiuquan Ganguya =Report on the archaeological excavation of Ganguya cemetery / Gansu Sheng wen wu kao gu yan jiu suo, Beijing da xue kao gu wen bo xue yuan bian zhu. / / 酒泉干骨崖 =Report on the archaeological excavation of Ganguya cemetery / 甘肃省文物考古研究所, 北京大学考古文博学院编著.","Beijing Shi : Wen wu chu ban she, 2016. / / 北京市 : 文物出版社, 2016.",,Large Collection DS797.28.J587 J5878 2016,5910720,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910720?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,Iraq,Gird-I Bazar,,"35.168889, 45.171111","Unearthing the Dinka Settlement Complexthe 2016 season at Gird-i Bazar and Qalat-i Dinka / edited by Karen Radner, F. Janoscha Kreppner and Andrea Squitieri.","Gladbeck : PeWe-Verlag, 2017.",Peshdar Plain Project publications ; v.2.,Large Collection DS79.89.P57 U54 2017,5888104,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005888104?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site (imprecisely located),Mongolia,Gol-Mod 2,,"48.035787, 100.539708","Balgasyn tal dakhʹ Gol mod-2-yn Khu̇nnu̇giĭn i͡azguurtny bulshny sudalgaa =Investigation of Xiongnu elite burials, Gol mod-2 at Balgasyn tal / zokhiogchid: D. Ėrdėnėbaatar [and 6 others] ; redaktor: Ch. Erȯȯl-Ėrdėnė. / / Балгасын тал дахь Гол мод-2-ын Хүннүгийн язгууртны булшны судалгаа =Investigation of Xiongnu elite burials, Gol mod-2 at Balgasyn tal / зохиогчид: Д. Эрдэнэбаатар [and 6 others] ; редактор: Ч. Ерөөл-Эрдэнэ.","Ulaanbaatar : ""Mȯnkhiĭn U̇sėg"" KhKhK, 2015. / / Улаанбаатар : ""Мөнхийн Үсэг"" ХХК, 2015.",,Large Collection DS798.9.O53 E73 2015,5895050,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005895050?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,China,"Guozhuang, Hangzhou",,"30.244283, 120.132022","Xi Hu ming yuan, Guozhuang zao yuan shou fa fen xi / Tang Yuli zhi bian. / / 西湖名园・郭庄造园手法分析 / 唐宇力主编.","Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",,Large Collection SB466.C52 G86 2016,5910675,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910675?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,China,MaijiShan Grottoes,,"34.352222, 106.002778",Shi ku yi shu yan jiu.Di 1 ji / Maiji Shan shi ku yi shu yan jiu suo. / / 石窟艺术研究.第一辑 / 麦积山石窟艺术研究所.,"Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",,Large Collection NB1047.M35 S55 2016 vol.1,5910771,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910771?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Russia,Minusinsk Basin,,"53.7, 91.6833",Die sibirische Tagar-Kultur : ein Forschungsbericht : ein Beitrag zu den Minusinsk-Bronzen / Heribert Heidenreich.,"Marburg : [publisher not identified] ;Marburg/ Lahn : N.-G. Elwert Universitätsbuchhandung [distributor], 1990.","Kleine Schriften aus dem Vorgeschichtlichen Seminar Marburg, 0724-424X ;Heft 32",Large Collection GN778.22.R9 H45 1990,5912606,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005912606?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,Vietnam,Nghia Lap Site,,"21.2993, 105.4927",Yuenan yi li : Fengyuan wen hua yi cun fa jue bao gao / Sichuan Sheng wen wu kao gu yan jiu yuan [and two others] bian zhu. / / 越南义立 : 冯原文化遗存发掘报告 / 四川省文物考古研究院 [and two others]编著.,"Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",,Large Collection DS556.4 .Y84 2016,5910702,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910702?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,China,Pujiang Shangshan,,"29.449065, 119.980955","Pujiang Shangshan / Zhejiang Sheng wen wu kao gu yan jiu suo, Pujiang bo wu guan bian zhu = Pujiang Shangshan / by Zhejiang provicial institute cultural relics and archaeology, Pujiang museum. / / 浦江上山 / 浙江省文物考古研究所, 浦江博物馆编著 = Pujiang Shangshan / by Zhejiang provicial institute cultural relics and archaeology, Pujiang museum.","Beijing Shi : Wen wu chu ban she, 2016. / / 北京市 : 文物出版社, 2016.",Puyang jiang liu yu kao gu bao gao ;zhi san =Archaeological report of Puyang river Valley III //浦阳江流域考古报告 ;之三 =Archaeological report of Puyang river Valley III,Large Collection DS797.88.P855 P788 2016,5910714,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910714?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,China,Qinghai Sheng,,"35, 96",Majiayao cai tao wen hua tan yuan / Wang Zhi'an zhu. / / 马家窑彩陶文化探源 / 王志安著.,"Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",,Large Collection NK4166.G36 W36 2016,5910671,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910671?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site (imprecisely located),China,Shendun Site,,"31.314344, 119.236383",Liyang Shendun =Shendun site in Liyang / Nanjing bo wu yuan [and two others] bian zhu ; zhu bian Tian Mingli. / / 溧阳神墩 =Shendun site in Liyang / 南京博物院 [and two others] 编著 ; 主编田名利.,"Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",,Large Collection DS797.56.L583 L583 2016 v.1-2,5910728,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910728?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,2,City,China,Shimao,,"38.5657, 110.3252",Fa xian Shimao gu cheng =Discovery of the Shimao archaic city / Shanxi Sheng kao gu yan jiu yuan [and three others] bian zhu. / / 发现石峁古城 =Discovery of the Shimao archaic city / 陕西省考古研究院 [and three others] 编著.,"Beijing Shi : Wen wu chu ban she, 2016. / / 北京市 : 文物出版社, 2016.",,Large Collection DS797.68.S446 S436 2016,5910709,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910709?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,China,Taihang Mountains,,"38, 113","Zhong yuan yu bei fang zhi jian de wen hua zou lang : Taihang Shan dong lu di qu xian Qin wen hua de yan jin ge ju / Zhang Weilian, Duan Hongzhen zhu = The cultural corridor between the central plains and northern area in China : the development pattern of pre-dynastic Qin cultures in the eastern foot of Taihang Mountain / Weilian Zhang and Hongzhen Duan. / / 中原与北方之间的文化走廊 : 太行山东麓地区先秦文化的演进格局 / 张渭莲, 段宏振著 = The cultural corridor between the central plains and northern area in China : the development pattern of pre-dynastic Qin cultures in the eastern foot of Taihang Mountain / Weilian Zhang and Hongzhen Duan.","Beijing : Wen wu chu ban she, 2015. / / 北京 : 文物出版社, 2015.",,Large Collection DS741.65 .Z4365 2015,5910667,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910667?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site (imprecisely located),China,Tomb of Xu Xianxiu,,"37.83661, 112.61173",Bei Qi Xu Xianxiu mu bi hua bao hu xiu fu yan jiu / Wang Wanfu [and 7 others] zhu. / / 北齐徐显秀墓壁画保护修复研究 / 汪万福[and 7 others]著.,"Beijing Shi : Wen wu chu ban she, 2016. / / 北京市 : 文物出版社, 2016.",,Large Collection BQ6345.T353 W36 2016,5910688,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910688?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,1,Site,China,Zaghunluq Cemeteries,,"38.116946, 85.506926",Zhagunluke fang zhi pin zhen bao / Xinjiang Weiwu'er Zizhiqu bo wu guan bian zhu = Textile treasures of Zaghunluq / Xinjiang Uygur Autonomous Region Museum. / / 扎滚鲁克纺织品珍宝 / 新疆维吾尔自治区博物馆编著 = Textile treasures of Zaghunluq / Xinjiang Uygur Autonomous Region Museum.,"Beijing : Wen wu chu ban she, 2016. / / 北京 : 文物出版社, 2016.",,Large Collection NK8883.Z34 X56 2016,5910699,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910699?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,2,City,China,Zaoyang Shi,,"32.133333, 112.75","穆穆曾侯 : 枣阳郭家庙曾国墓地 / 方勤, 吴宏堂主编. / / Mu mu Zeng hou : Zaoyang Guojiamiao Zengguo mu di / Fang Qin, Wu Hongtang zhu bian.","Beijing : Wen wu chu ban she, 2015. / / 北京 : 文物出版社, 2015.",,Large Collection DS797.48.Z369 M826 2015,5910694,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910694?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34, 103","Wen wu, 2017, no.10. / / 文物, 2017: no.10.","Beijing : Wen wu chu ban she, 1959- / / 北京 : 文物出版社, 1959-",,Library 6 Collection DS715 .W439 2017:no.10,1825873,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001825873?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Mediterranean Region,(General),,"33.75, 23","Topoi orient-occident, v. 18-v.20.","Lyon : Topoi ;Paris : De Boccard [distributor], 2013-2015",,Oak Collection DE1 .T67 v.18:pt.1-2 (2013)-v.20:pt.1-2 (2015),3713230,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph003713230?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
